상품ID,브랜드,순위,분류,상품명,할인율,할인가,총용량(g),단위가격(100g),리뷰수,평균별점,긍정리뷰비율,부정리뷰비율,품질언급비율,가성비언급비율,배송언급비율,저평점비율,최근 30일 리뷰비율,품질(긍정),품질(부정),구성/가성비(긍정),구성/가성비(부정),배송(긍정),배송(부정)
12274376800,KF365,1,달걀,[KF365] 1+등급 무항생제 특란 20구,0,7980,1200,665,8416,4.85,0.34,0.66,0.91,0.3,0.67,0.38,0.1,신선,계란파손,가성비,가성비,배송,배송
12274518551,KF365,2,가공육,[KF365] 훈제오리 300g ~,33,6990,300,74560,9640,4.86,0.43,0.57,0.91,0.37,0.38,0.24,0.2,맛,맛,가성비,가성비,배송,배송
12274488227,KF365,3,가공육,[KF365] 양념 소불고기 4종 (택1),30,13900,500,2780,6356,4.81,0.25,0.75,0.96,0.39,0.46,0.29,0.12,맛,맛,가성비,가성비,배송,배송
12274562713,KF365,4,달걀,[KF365] 무항생제 특란 30구 (15구*2ea),0,10690,1800,594,13677,4.87,0.68,0.32,0.92,0.46,0.65,0.14,0.07,신선함,계란파손,가성비,가격,배송,배송
12274500294,KF365,5,정육,[KF365] 1+ 한우 국거리 300g(냉장),22,14190,300,99330,5917,4.82,0.63,0.37,0.95,0.48,0.45,0.17,0.07,맛있음,질김,가성비,가성비,배송,배송
12274531725,KF365,6,달걀,[KF365] 1+등급 무항생제 특란 15구,5,5785,900,2571,5066,4.86,0.7,0.3,0.9,0.45,0.66,0.11,0.06,신선함,파손,가성비,가성비,배송,배송
12275427425,KF365,7,가공육,[KF365] 춘천식 닭갈비 2종 (냉장) (택1),20,14350,500,54530,4657,4.85,0.74,0.26,0.97,0.51,0.41,0.08,0.04,맛있음,맛,가성비,가성비,배송,배송
12274531655,KF365,8,달걀,[KF365] 1+등급 무항생제 백색 대란 20구,0,7620,1040,733,12487,4.86,0.58,0.42,0.92,0.42,0.61,0.25,0.04,맛,파손,가성비,배송,배송,배송
12274593285,KF365,9,가공육,[KF365] 에어프라이어용 미니 돈까스 2종,36,6390,500,44730,4217,4.89,0.8,0.2,0.92,0.55,0.49,0.04,0.05,맛있음,맛,가성비,가성비,배송,배송
12274602481,KF365,10,가공육,[KF365] 에어프라이어용 치즈 폭탄 돈까스 300g (모짜렐라),18,8150,300,46183,2779,4.85,0.77,0.23,0.95,0.5,0.39,0.04,0.03,맛있음,맛,가성비,가격,배송,배송
12274376392,KF365,11,정육,[KF365] 한돈 삼겹살 구이용 600g/1kg (냉장),20,15900,600,50350,3474,4.77,0.93,0.07,0.95,0.45,0.41,0.0,0.0,맛있음,기름많음,가성비,가격,배송,배송
12274638007,KF365,12,가공육,[KF365] 에어프라이어용 통 닭가슴살 치킨까스 120g*5pk,24,9490,600,36378,6736,4.89,0.93,0.07,0.92,0.57,0.46,0.0,0.0,맛있음,맛,가성비,맛,배송,배송
12274376769,KF365,13,달걀,[KF365] 1+등급 무항생제 특란 10구,0,4200,600,700,3144,4.9,0.91,0.09,0.91,0.44,0.61,0.0,0.0,신선함,계란,가성비,개수,배송,대안
12274611086,KF365,14,가공육,[KF365] 1+ 한우 다짐육 300g(냉장),22,14190,300,99330,1318,4.89,0.33,0.67,0.88,0.29,0.25,0.21,0.29,맛,맛,깔끔,가성비,배송,배송
12300398228,KF365,15,정육,[KF365] 한돈 급냉 삼겹살 600g/1kg (냉동),28,21400,600,96300,3671,4.75,0.21,0.79,0.97,0.32,0.43,0.44,0.16,맛,질김,가성비,가성비,배송,배송
12274573213,KF365,16,가공육,[KF365] 통통한 그릴 비엔나 소시지 700g,31,7900,700,33857,3301,4.89,0.41,0.59,0.94,0.47,0.43,0.08,0.24,맛있음,맛,가성비,가성비,배송빠름,배송
12274606995,KF365,17,가공육,[KF365] 양념 칼집 목살구이1kg (냉동),16,13775,1000,1378,3075,4.73,0.62,0.38,0.94,0.46,0.42,0.18,0.07,맛있음,맛,가성비,가성비,배송,배송
12274524551,KF365,18,가공육,[KF365] 오리지널 바베큐폭립 2종,24,10990,500,2198,3818,4.7,0.54,0.46,0.96,0.5,0.41,0.19,0.12,맛있음,맛,가성비,가성비,배송,배송
12274522419,KF365,19,가공육,[KF365] 에어프라이어용 통등심 돈까스 2종,15,10670,600,24897,2218,4.85,0.75,0.25,0.93,0.5,0.43,0.06,0.16,맛있음,맛,가성비,가성비,배송,배송
12275360725,KF365,20,가공육,[KF365] 한돈 고추장양념 돼지불고기 2종 (냉장) (택1),14,7290,500,18954,1898,4.82,0.77,0.23,0.95,0.47,0.38,0.05,0.03,맛있음,맛,가성비,가성비,배송,배송
12274479180,KF365,21,정육,[KF365] 한돈 목살 구이용 600g~ (냉장),25,14900,600,59600,1891,4.84,0.8,0.2,0.96,0.49,0.45,0.05,0.05,맛있음,맛,가성비,가성비,배송,배송
12275341417,KF365,22,가공육,[KF365] 1등급 닭 다리살 2종  (냉장),5,9405,500,7524,1861,4.89,0.86,0.14,0.95,0.45,0.44,0.03,0.02,맛,맛,가성비,가성비,배송,배송
12274565531,KF365,23,가공육,[KF365] 두툼한 샌드위치햄 300g (150g*2입),18,4900,300,27767,1686,4.89,0.92,0.08,0.96,0.59,0.46,0.0,0.12,맛,맛,가성비,가성비,배송,배송
12274667168,KF365,24,달걀,[KF365] 무항생제 왕란 30구 (15구 *2ea),0,10980,2040,538,4914,4.87,0.73,0.27,0.94,0.51,0.64,0.09,0.04,신선함,계란깨짐,가성비,가성비,배송,배송
12274376373,KF365,25,가공육,[KF365] 한돈 앞다리 찌개용 600g (냉장),10,10980,600,16470,930,4.84,0.85,0.15,0.94,0.51,0.5,0.03,0.08,맛있음,맛,가성비,가성비,배송,배송
12274500231,KF365,26,가공육,[KF365] 1+ 한우 불고기용 300g(냉장),22,14190,300,99330,412,4.75,0.83,0.17,0.96,0.44,0.41,0.03,0.11,맛있음,맛,가성비,가성비,배송,배송
12275454764,KF365,27,가공육,[KF365] 1등급 닭볶음탕용 2종 (냉장),20,4792,500,18210,1679,4.82,0.77,0.23,0.93,0.54,0.53,0.04,0.12,맛있음,맛,가성비,가성비,배송,배송
12274721099,KF365,28,정육,[KF365] 호주산 소고기 부채살 스테이크 300g(냉장),22,9990,300,69930,2213,4.8,0.68,0.32,0.95,0.5,0.47,0.09,0.11,맛있음,질김,가성비,가성비,배송,배송
12274679977,KF365,29,정육,[KF365] 호주산 소고기 부채살 구이용 300g(냉장),26,9440,300,78667,1023,4.75,0.75,0.25,0.98,0.55,0.41,0.07,0.05,맛있음,맛,가성비,가성비,배송,배송
12275415751,KF365,30,가공육,[KF365] 생 등심 돈까스 1kg (냉장),10,14120,1000,1412,1033,4.86,0.87,0.13,0.96,0.57,0.49,0.03,0.06,맛있음,맛,가성비,가성비,배송,배송
12274693137,KF365,31,가공육,[KF365] 무항생제 한입 닭가슴살 1kg(냉동),30,8990,1000,899,2058,4.88,0.82,0.18,0.92,0.49,0.44,0.02,0.02,맛,맛,가성비,가성비,배송,배송
12274607896,KF365,33,정육,[KF365] 1+ 한우 정육 샤브샤브용 300g (냉동),25,13600,300,108800,383,4.68,0.75,0.25,0.94,0.46,0.45,0.05,0.16,맛,질김,가성비,가성비,배송,배송
12274548547,KF365,34,달걀,[KF365] 1+등급 무항생제 백색 특란 20구,5,7866,1200,2622,1253,4.83,0.75,0.25,0.93,0.5,0.68,0.07,0.03,신선함,깨짐,가성비,없음,배송,배송
12274510054,KF365,35,달걀,[KF365] 1+등급 무항생제 대란 10구,0,4100,520,788,1423,4.9,0.23,0.77,0.96,0.35,0.58,0.31,0.0,맛,깨짐,가성비,개별포장,배송,배송
12274690972,KF365,36,가공육,[KF365] 리얼 삼겹 베이컨 2종 (1입/3입),25,2900,120,58000,603,4.86,0.38,0.62,0.92,0.38,0.31,0.08,0.15,가성비,기름기없음,만족,기름짐,배송,배송
12274560111,KF365,37,가공육,[KF365] 한돈 앞다리 제육용 600g (냉장),10,10980,600,16470,600,4.81,0.86,0.14,0.95,0.47,0.43,0.04,0.1,맛있음,맛,가성비,가성비,배송,배송
12273090380,KF365,39,달걀,[KF365] 갈색 반숙란 20구,6,10990,1200,916,2431,4.82,0.67,0.33,0.95,0.42,0.49,0.11,0.05,맛있음,맛,가성비,가성비,배송,배송
12274618024,KF365,40,가공육,[KF365] 한돈 찜갈비 800g(냉장),15,13900,800,24325,658,4.76,0.77,0.23,0.96,0.48,0.42,0.04,0.18,맛있음,맛,가성비,가성비,배송,배송
12275414550,KF365,41,가공육,[KF365] 한돈 다짐육 600g (냉장),15,7390,600,17243,359,4.84,0.85,0.15,0.89,0.41,0.41,0.01,0.18,맛,맛,가성비,고기질,배송,배송
12274601580,KF365,42,달걀,[KF365] 1+등급 무항생제 초란 + 특란 30구,0,10490,30,34967,5183,4.87,0.72,0.28,0.94,0.45,0.58,0.09,0.1,신선함,맛,가성비,가성비,배송,배송
12274600895,KF365,43,달걀,[KF365] 1+등급 무항생제 대란 30구 (15구*2ea),0,10290,1560,660,1242,4.88,0.87,0.13,0.94,0.54,0.57,0.03,0.11,신선함,신선함,가성비,가성비,배송,배송
12338970190,KF365,44,정육,[KF365] 한돈 앞다리 용도별 균일가 3종 (택1),10,10980,600,16470,304,4.77,0.86,0.14,0.94,0.47,0.46,0.03,0.12,맛있음,맛,가성비,가성비,배송,배송
12274699784,KF365,45,가공육,[KF365] 에어프라이어용 통등심 롱카츠 450g,23,9590,450,46884,933,4.83,0.82,0.18,0.94,0.56,0.45,0.01,0.1,맛있음,맛,가성비,가성비,배송,배송
12274604523,KF365,46,가공육,[KF365] 오리주물럭 600g (200gX3개입),19,13689,600,41067,827,4.81,0.87,0.13,0.94,0.54,0.44,0.03,0.05,맛있음,맛,가성비,가성비,배송,배송
12275367261,KF365,47,가공육,[KF365] 무항생제 한돈 다짐육 300g*2 (냉장),17,7590,600,20240,908,4.87,0.4,0.6,0.85,0.55,0.85,0.25,0.15,가성비,포장꼼꼼,편의성,가격불만,배송,배송
12349167512,KF365,49,달걀,[KF365] 무항생제 특란 40구 (20구*2ea),10,11900,2400,496,4623,4.82,0.63,0.37,0.96,0.47,0.71,0.17,0.04,맛,파손,가성비,가격,배송,배송
12274703171,KF365,50,가공육,[KF365] 무항생제 한돈 삼겹살 수육용 2종 (냉장),26,16900,600,70417,491,4.7,0.78,0.22,0.96,0.47,0.44,0.04,0.07,맛있음,맛,가성비,가성비,배송,배송
12274616639,KF365,51,가공육,[KF365] 한돈 항정살 500g(냉장),14,29900,500,77740,238,4.83,0.91,0.09,0.98,0.51,0.45,0.02,0.17,맛있음,맛,가성비,가성비,배송,배송
12274643656,KF365,52,가공육,[KF365] 한돈 삼겹살 수육용 600g/1kg (냉장),20,15900,600,50350,535,4.76,0.82,0.18,0.98,0.49,0.43,0.07,0.11,맛있음,맛,가성비,가격,배송,배송
12274631028,KF365,53,가공육,[KF365] IQF 닭다리살 (냉동) 1kg,6,14871,1000,1487,900,4.86,0.83,0.17,0.92,0.48,0.47,0.02,0.03,맛있음,맛,가성비,가격,배송,배송
12275345161,KF365,54,가공육,[KF365] 1등급 닭 가슴살 2종 (냉장),5,7315,500,5852,466,4.85,0.9,0.1,0.94,0.56,0.5,0.01,0.09,맛,맛,가성비,가성비,배송,배송
12274513912,KF365,55,가공육,[KF365] 한돈 떡갈비 500g/1kg (냉동),13,13900,1000,1390,1380,4.86,0.86,0.14,0.94,0.52,0.39,0.02,0.01,맛있음,맛,가성비,가격,배송,배송
12274637764,KF365,56,가공육,[KF365] 한돈 생 대패 목살 500g (냉장),10,15900,500,28620,293,4.86,0.92,0.08,0.95,0.51,0.47,0.01,0.09,맛있음,맛,가성비,가성비,배송,배송
12274620467,KF365,61,가공육,[KF365] 한돈 등갈비 800g(냉장),20,23900,800,56762,426,4.85,0.83,0.17,0.95,0.48,0.41,0.02,0.21,맛있음,맛,가성비,가성비,배송,배송
12274565529,KF365,62,가공육,[KF365] 한돈 생 대패 삼겹 500g (냉장),10,15900,500,28620,167,4.72,0.87,0.13,0.98,0.58,0.55,0.03,0.13,맛,누린내,가성비,가성비,배송,배송
12275361669,KF365,63,가공육,[KF365] 닭 통다리 600g (냉장),0,9990,600,1665,265,4.92,0.89,0.11,0.95,0.45,0.46,0.0,0.07,맛있음,맛,가성비,없음,배송,없음
12275451279,KF365,64,정육,[KF365] 1+ 한우 사태 국거리용 300g(냉장),16,15120,300,75600,198,4.82,0.89,0.11,0.94,0.51,0.42,0.02,0.09,맛,맛,가성비,가성비,배송,배송
12274376447,KF365,65,가공육,[KF365] 한돈 뒷다리 제육용 600g (냉장),10,7790,600,11685,220,4.8,0.11,0.89,0.78,0.44,0.44,0.33,0.11,맛,고기무난,가성비,가성비,배송,배송
12346839309,KF365,66,가공육,[KF365] 한돈 (삼겹살/앞다리) 수육용 600g 2종,20,15900,600,50350,217,4.8,0.0,1.0,1.0,0.38,0.38,0.23,0.54,키워드 없음,비계많음,키워드 없음,가격,키워드 없음,배송
12813216659,KF365,67,가공육,[KF365] 한돈 꽃삼겹살 구이용 600g / 1kg (냉동),20,27900,600,88350,366,4.71,0.13,0.87,0.96,0.26,0.22,0.22,0.0,맛,맛,혼자먹기좋아요,가격,배송빠름,배송
12274612224,KF365,68,가공육,[KF365] 고기듬뿍 스모크햄 900g,35,8290,900,921,716,4.86,0.88,0.12,0.94,0.58,0.4,0.0,0.02,맛있음,맛,가성비,가성비,배송,배송
12274560317,KF365,69,가공육,[KF365] 한돈 뒷다리 찌개용 600g (냉장),10,7790,600,11685,312,4.87,0.88,0.12,0.94,0.54,0.51,0.02,0.23,맛있음,맛,가성비,가성비,배송,배송
12274558810,KF365,70,달걀,[KF365] 깐 메추리알 800g,0,9490,800,1186,417,4.87,0.91,0.09,0.93,0.48,0.48,0.0,0.09,맛,장조림,가성비,가성비,배송,배송
12727279399,KF365,71,가공육,[KF365] 도톰 한돈 동그랑땡 500g(냉동),20,7900,500,30020,777,4.86,0.89,0.11,0.95,0.57,0.47,0.01,0.13,맛있음,맛,가성비,가성비,배송,배송
12274500201,KF365,72,정육,[KF365] 1+ 한우 양지 국거리용 300g(냉장),20,21520,300,136293,130,4.83,0.91,0.09,0.97,0.47,0.4,0.0,0.12,맛있음,맛,가성비,가성비,배송,배송
12273039560,KF365,73,가공육,[KF365] 춘천식 닭갈비 (냉동) 1.2kg (300g*4ea),15,16900,1200,1408,398,4.86,0.93,0.07,0.98,0.55,0.42,0.0,0.08,맛있음,맛,가성비,맛,배송,배송
12274643385,KF365,74,가공육,[KF365] 한돈 앞다리 수육용 600g~(냉장),10,10980,600,16470,380,4.83,0.89,0.11,0.94,0.48,0.4,0.0,0.06,맛있음,냄새,가성비,가성비,배송,배송
12274601305,KF365,75,가공육,[KF365] IQF 닭가슴살 (냉동) 2kg,0,19900,2000,995,516,4.92,0.91,0.09,0.93,0.68,0.54,0.0,0.11,맛,맛,가성비,가성비,배송,배송
12274700469,KF365,76,가공육,[KF365] 무항생제 한돈 등심 카레용 200g*2 (냉장),20,7890,400,37478,133,4.79,0.87,0.13,0.95,0.52,0.48,0.02,0.22,맛,포장불량,가성비,가성비,배송,배송
12274701370,KF365,78,가공육,[KF365] 무항생제 한돈 등심 잡채용 200g*2 (냉장),15,6950,400,24325,381,4.88,0.0,1.0,1.0,0.29,1.0,0.0,0.0,키워드 없음,냄새,키워드 없음,맛있음,키워드 없음,배송
12274612764,KF365,79,가공육,[KF365] 1+ 한우 차돌박이 300g (냉동),11,26570,300,88567,270,4.68,0.0,1.0,0.83,0.33,0.5,0.44,0.17,키워드 없음,품질,키워드 없음,기름짐,키워드 없음,배송
12274701645,KF365,80,가공육,[KF365] 에어프라이어용 통 닭안심살 치킨까스 500g,29,7910,500,44296,448,4.91,0.5,0.5,0.83,0.67,0.5,0.17,0.17,맛,가성비,가성비,튀김옷두꺼움,배송,키워드 없음
12373922265,KF365,81,정육,[KF365] 냉장고 필수 한돈 삼겹/목살/냉삼 4종 (택1),25,14900,600,59600,470,4.79,0.87,0.13,0.94,0.46,0.44,0.03,0.26,맛있음,맛,가성비,가성비,배송,배송
12274622346,KF365,82,가공육,[KF365] 무항생제 오리 슬라이스 700g (2입) (냉장),0,14590,700,2084,385,4.72,0.86,0.14,0.95,0.56,0.51,0.05,0.14,맛있음,맛,가성비,가성비,배송,배송
12274700607,KF365,83,가공육,[KF365] 무항생제 한돈 안심 장조림용 200g*2 (냉장),12,6990,400,19222,329,4.83,0.89,0.11,0.94,0.52,0.48,0.01,0.15,맛있음,맛,가성비,가성비,배송,배송
12274693320,KF365,84,달걀,[KF365] 1+등급 무항생제 초란 20구,0,7790,20,38950,314,4.74,0.85,0.15,0.95,0.51,0.5,0.02,0.09,신선함,크기,가성비,가성비,배송,배송
12298411572,KF365,85,정육,[KF365] 1+ 한우 등심 300g(냉장),25,38960,300,311680,0,0.0,0.92,0.08,1.0,0.52,0.4,0.0,0.08,맛있음,가성비,가성비,기름많음,배송,키워드 없음
12274580350,KF365,86,정육,[KF365] 1+ 한우 안심 스테이크 300g (냉장),21,49800,300,332000,148,4.73,0.83,0.17,0.97,0.52,0.47,0.02,0.2,맛있음,맛,가성비,가격,배송,배송
13020538786,KF365,88,가공육,[KF365] LA 갈비 500g (냉동),18,18400,500,62560,120,4.78,0.78,0.22,0.95,0.47,0.46,0.01,0.28,맛있음,맛,가성비,가성비,배송,배송
12274640149,KF365,89,가공육,[KF365] 한돈 통 항정살 (수육용) 500g (냉장),14,29900,500,77740,142,4.76,0.93,0.07,0.98,0.51,0.43,0.0,0.2,맛있음,맛,가성비,가격대비적당,배송,배송
12275341115,KF365,90,가공육,[KF365] 무항생제 닭다리살(정육) 슬라이스 구이 400g,20,6392,400,30362,375,4.86,0.92,0.08,0.93,0.49,0.42,0.0,0.08,맛있음,맛,가성비,구성,배송,구매
12274705025,KF365,91,가공육,[KF365] 에어프라이어용 통안심카츠 280g(70g*4ea),24,7500,280,61607,160,4.76,0.735356201,0.25408971,0.933166227,0.482453826,0.468522427,0.0758047493,0.116754617,,,,,,
12274580276,KF365,92,정육,[KF365] 1+ 한우 채끝 스테이크 300g (냉장),20,47400,300,300200,102,4.66,0.3,0.7,1.0,0.4,0.5,0.2,0.0,두께,질김,키워드 없음,가격,배송빠름,배송
12274606712,KF365,93,가공육,[KF365] 한돈 차돌 대패구이 1kg,22,24900,1000,2490,233,4.58,0.0,1.0,1.0,0.14,0.24,0.41,0.1,키워드 없음,냄새,키워드 없음,아쉬움,키워드 없음,배송
12299976199,KF365,94,정육,[KF365] 한돈 삼겹살+목살 반반팩 700g,15,19900,700,39800,266,4.76,0.84,0.16,0.94,0.61,0.54,0.03,0.17,맛,맛,가성비,가성비,배송,배송
12275388168,KF365,95,달걀,[KF365] 1등급 닭 윗날개(봉) 2종 (냉장),5,8645,500,6916,220,4.83,0.9,0.1,0.94,0.43,0.43,0.0,0.11,맛있음,맛,재구매,가성비,배송,배송
12274604072,KF365,96,가공육,[KF365] 한돈 가브리살 (수육/구이용) 500g,9,19900,500,31840,197,4.87,0.9,0.1,0.96,0.49,0.46,0.0,0.16,맛,냄새,가성비,가격,배송,배송
12338969415,KF365,97,가공육,[KF365] 미국산 돼지고기 삼겹살 구이용 1kg,24,16090,1000,1609,401,4.79,0.84,0.16,0.96,0.62,0.54,0.04,0.14,맛있음,맛,가성비,가성비,배송,배송
12275345199,KF365,98,정육,[KF365] 1등급 닭 안심살 2종  (냉장),5,7315,500,5852,255,4.84,0.92,0.08,0.95,0.47,0.48,0.01,0.16,맛,맛,가성비,가성비,배송,배송
12346835112,KF365,99,가공육,[KF365] 닭가슴살로 만든 닭갈비 600g (300g*2ea),10,8990,600,13485,170,4.8,0.83,0.17,0.93,0.51,0.47,0.0,0.14,맛있음,맛,가성비,1인용,배송,배송
12274528826,KF365,100,가공육,[KF365] 한돈 삼겹살 찌개용 500g,25,11800,500,56640,95,4.84,0.82,0.18,0.98,0.48,0.42,0.01,0.15,맛있음,김치찌개,가성비,가성비,배송,배송
12274590963,KF365,101,달걀,[KF365] 백색반숙란+갈색훈제란 20구 반반팩,0,11800,20,59000,165,4.81,0.89,0.11,0.94,0.61,0.57,0.01,0.13,맛,맛,가성비,가격높음,배송,배송
12274567813,KF365,102,가공육,[KF365] 돌돌말이 대패 목심 (1kg),6,13900,1000,1390,531,4.86,0.89,0.11,0.95,0.56,0.53,0.01,0.17,맛있음,맛,가성비,가성비,배송,배송
12275413168,KF365,103,가공육,[KF365] 1등급 닭 아랫날개(윙) 2종 (냉장),5,8645,500,6916,225,4.9,0.89,0.11,0.94,0.52,0.55,0.01,0.17,맛있음,맛,가성비,없음,배송,없음
12275358298,KF365,104,가공육,[KF365] 미국산 돼지고기 삼겹살 구이용 2종,20,7990,400,37952,526,4.79,0.77,0.23,0.96,0.57,0.49,0.06,0.14,맛있음,맛,가성비,가성비,배송,배송
12274616661,KF365,105,가공육,[KF365] 에어프라이어용 치즈 폭탄 돈까스 300g (체다치즈),24,7590,300,58190,173,4.87,0.88,0.12,0.96,0.48,0.34,0.0,0.16,맛있음,맛,가성비,가격,배송,배송
12275335177,KF365,106,가공육,[KF365] 무항생제 닭가슴살 슬라이스 구이 400g,0,6800,400,1700,36,4.78,0.735356201,0.25408971,0.933166227,0.482453826,0.468522427,0.0758047493,0.116754617,,,,,,
12274617729,KF365,107,가공육,[KF365] 한돈 고추장양념 돼지불고기 (냉동) 1.2kg (300g*4ea),20,14680,1200,1223,92,4.71,0.735356201,0.25408971,0.933166227,0.482453826,0.468522427,0.0758047493,0.116754617,,,,,,
12275455952,KF365,108,가공육,[KF365] 무항생제 한돈 삼겹살 구이용 2종 (냉장),27,26900,600,116567,230,4.81,0.735356201,0.25408971,0.933166227,0.482453826,0.468522427,0.0758047493,0.116754617,,,,,,
12346891015,KF365,110,정육,[KF365] 수입산 소고기 & 돼지고기 냉장  가성비 구이류 골라담기,28,8590,400,2148,258,4.79,0.86,0.14,0.95,0.52,0.51,0.03,0.24,맛,맛,가성비,가격,배송,배송
12275421769,KF365,111,가공육,[KF365] 생 안심 돈까스 480g (120g*4입)(냉장),10,10710,480,20081,55,4.67,0.76,0.24,0.96,0.55,0.47,0.04,0.14,맛있음,맛,가성비,가성비,배송,배송
