상품ID,브랜드,순위,분류,상품명,할인율,할인가,총용량(g),단위가격(100g),리뷰수,평균별점,긍정리뷰비율,부정리뷰비율,품질언급비율,가성비언급비율,배송언급비율,저평점비율,최근 30일 리뷰비율,품질(긍정),품질(부정),구성/가성비(긍정),구성/가성비(부정),배송(긍정),배송(부정)
12273077855,KF365,12,과일·채소,[KF365] 청양고추 200g,0,3490,200,1745,911,4.86,0.87,0.13,0.93,0.38,0.44,0.02,0.07,신선함,맛,가성비,기타,배송,배송
12274656691,KF365,13,과일·채소,[KF365] 냉동 다진 마늘 300g,0,6990,300,2330,2231,4.92,0.89,0.11,0.94,0.45,0.46,0.03,0.02,편의성,맛,가성비,알수없음,배송,배송
12274343236,KF365,14,과일·채소,[KF365] 밤고구마 800g,7,5090,800,3817,1587,4.81,0.73,0.27,0.95,0.36,0.37,0.08,0.08,맛있음,맛,가성비,가성비,배송,배송
12274623155,KF365,15,과일·채소,[KF365] 포기로메인 300g,0,4490,300,1497,390,4.84,0.84,0.16,0.94,0.52,0.54,0.02,0.23,신선함,크기,가성비,가성비,배송,배송
12274345804,KF365,16,과일·채소,[KF365] 청상추 150g,0,1790,150,1193,211,4.87,0.98,0.02,0.98,0.52,0.52,0.01,0.17,신선함,야채신선도,가성비,키워드 없음,배송,배송
12273073684,KF365,17,과일·채소,[KF365] 양파 1.8kg,0,4990,1800,277,177,4.8,0.92,0.08,0.96,0.46,0.56,0.0,0.16,신선함,가격,가성비,가격,배송,배송
12273067787,KF365,18,과일·채소,[KF365] 적상추 150g,0,1790,150,1193,97,4.79,0.81,0.19,0.99,0.57,0.59,0.0,0.13,신선함,신선도,가성비,가성비,배송,배송
12274595283,KF365,1,육수,[KF365] 17가지 재료로 만든 코인 육수링 100g (25정),11,7980,4,1995000,548,4.87,0.85,0.15,0.94,0.58,0.5,0.01,0.11,맛,맛,가성비,가성비,배송,배송
12344983418,kurly's,1,달걀,[Kurly's] 동물복지 유정란 20구,5,9680,20,193600,4480,4.85,0.64,0.36,0.95,0.49,0.58,0.15,0.06,신선함,파손,가성비,가성비,배송,배송
12275462136,kurly's,3,달걀,[Kurly's] 자유방목 동물복지 유정란 10구,0,7390,10,73900,1846,4.83,0.71,0.29,0.92,0.42,0.63,0.12,0.04,신선함,계란깨짐,가성비,가격,배송,배송
12274353062,kurly's,4,달걀,[Kurly's] 깐 메추리 유정란 450g,0,5990,450,1331,1089,4.85,0.84,0.16,0.93,0.47,0.43,0.02,0.05,맛,맛,가성비,가성비,배송,배송
12274354126,kurly's,5,달걀,[Kurly's] 동물복지 구운란 10구,0,7000,10,70000,535,4.82,0.84,0.16,0.96,0.48,0.45,0.02,0.08,맛,맛,가성비,먹을만함,배송,배송
12274609876,kurly's,6,가공육,[Kurly's] 1++ 한우 국거리 250g (냉장),20,14880,250,113088,726,4.82,0.83,0.17,0.93,0.5,0.45,0.04,0.06,맛,질김,가성비,가성비,배송,배송
12274470853,kurly's,7,달걀,[Kurly's] 계란옷 입은 고기완자 500g,10,6500,500,11700,698,4.88,0.88,0.12,0.94,0.56,0.39,0.02,0.12,맛있음,맛,가성비,가성비,배송,배송
12579241531,kurly's,9,달걀,[Kurly's] 1등급 동물복지 목초 유정란 15구,10,8091,15,485460,1049,4.81,0.8,0.2,0.94,0.47,0.59,0.04,0.06,신선함,신선도,가성비,가격,배송,배송
12274344756,kurly's,10,달걀,[Kurly's] 깐 메추리 유정란 270g,0,4190,270,1552,464,4.88,0.33,0.67,0.67,0.5,0.5,0.17,0.0,장보기,맛,편리함,가성비,배송,배송
12274354103,kurly's,11,달걀,[Kurly's] 동물복지 반숙란 6구,0,4700,6,78333,359,4.82,0.2,0.8,1.0,0.3,0.5,0.2,0.0,건강,품질,키워드 없음,구성,키워드 없음,배송
12274373440,kurly's,12,가공육,"[Kurly's] 간편하게 바삭, 통등심 돈까스",12,5700,270,23222,223,4.85,0.89,0.11,0.96,0.54,0.49,0.01,0.09,맛있음,맛,가성비,가성비,배송,배송
12844358168,kurly's,13,가공육,[Kurly's] 한돈 삼겹 베이컨,11,4800,100,48000,467,4.89,0.89,0.11,0.93,0.47,0.39,0.0,0.11,맛,맛,가성비,가성비,배송,배송
12275472500,kurly's,15,달걀,[Kurly's] 동물복지 유정란 30구 (15구*2ea),0,15150,30,50500,1533,4.82,0.79,0.21,0.93,0.49,0.67,0.08,0.12,신선함,계란깨짐,가성비,가성비,배송,배송
12274348780,kurly's,16,달걀,[Kurly's] 동물복지 백색 유정란 10구,0,6000,10,60000,575,4.84,0.88,0.12,0.92,0.47,0.57,0.03,0.12,신선함,맛,가성비,없음,배송,배송
12274367010,kurly's,19,달걀,[Kurly's] 동물복지 구운란 20구,0,13000,20,65000,145,4.83,0.8,0.2,0.93,0.51,0.53,0.01,0.15,맛,맛,가성비,가성비,배송,배송
12274681314,kurly's,20,가공육,[Kurly's] 동물복지 닭 다리살 500g,5,12255,500,9804,2667,4.87,0.78,0.22,0.92,0.42,0.42,0.07,0.02,맛있음,맛,가성비,가성비없음,배송,배송
12274608984,kurly's,22,가공육,[Kurly's] 1++ 한우 불고기 250g (냉장),20,14880,250,113088,61,4.66,0.78,0.22,0.93,0.5,0.47,0.03,0.1,맛있음,맛,가성비,가성비,배송,배송
12579228401,kurly's,23,달걀,[Kurly's] 동물복지 백색 유정란 15구,0,8290,15,55267,1034,4.82,0.83,0.17,0.93,0.49,0.56,0.03,0.07,신선함,맛,가성비,가격,배송,배송
12274379010,kurly's,25,가공육,[Kurly's] 한돈 떡갈비 (120g*2입),20,4700,240,37208,242,4.83,0.87,0.13,0.92,0.62,0.45,0.01,0.18,맛있음,맛,가성비,가성비,배송,배송
12275411947,kurly's,28,정육,"[골라담기] Kurly's 1++ 한우 7종, 택1",25,33700,250,323520,401,4.8,0.78,0.22,0.93,0.47,0.46,0.03,0.18,맛있음,맛,가성비,가성비,배송,배송
12273071106,kurly's,30,달걀,[Kurly's] 동물복지 반숙란 20구,0,13000,20,65000,187,4.87,0.33,0.67,0.67,0.67,0.67,0.67,0.0,신선함,껍질까기어려움,고소함,맛별로,키워드 없음,배송
12274607362,kurly's,32,가공육,[Kurly's] 1++ 한우 양지 250g (냉장),11,22150,250,88600,74,4.61,0.83,0.17,0.93,0.54,0.44,0.04,0.21,맛있음,맛,가성비,가성비,배송,배송
12275335043,kurly's,34,정육,[Kurly's] 1++ 한우 등심 250g (냉장),25,33700,250,323520,15,4.67,0.85,0.15,0.92,0.46,0.31,0.08,0.31,맛있음,식감,맛있음,키워드 없음,배송,키워드 없음
13170929063,kurly's,37,달걀,[Kurly's] 동물복지 유정 왕란 15구,0,8790,15,58600,52,4.79,0.84,0.16,0.91,0.51,0.67,0.04,0.02,맛,맛,가성비,가성비,배송,배송
12275388986,kurly's,39,정육,[Kurly's] 1++ 한우 안심 스테이크 250g (냉장),12,49900,250,219560,5,5.0,1.0,0.0,1.0,0.75,0.75,0.0,0.25,맛,키워드 없음,가성비,키워드 없음,배송,키워드 없음
12275371554,kurly's,40,정육,[Kurly's] 1++ 한우 채끝 250g (냉장),16,44300,250,265800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
12274608175,kurly's,41,정육,[Kurly's] 1++ 한우 안심 구이 250g (냉장),12,49900,250,219560,4,4.75,1.0,0.0,1.0,0.5,0.0,0.0,0.0,맛,키워드 없음,가격,키워드 없음,키워드 없음,키워드 없음
12274626208,kurly's,42,정육,[Kurly's] 1++ 한우 치마살 구이용 250g (냉장),32,51360,250,636864,2,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,맛있음,키워드 없음,키워드 없음,키워드 없음,배송빠름,키워드 없음
12275361482,kurly's,43,정육,[Kurly's] 1++ 한우 큐브 등심 250g (냉장),25,33700,250,323520,1,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,고기두꺼움,키워드 없음,키워드 없음,키워드 없음,키워드 없음,키워드 없음
12275377163,kurly's,44,가공육,[Kurly's] 1++ 한우 갈비살 구이용 250g (냉장),15,46000,250,257600,1,5.0,0.735356201,0.25408971,0.933166227,0.482453826,0.468522427,0.0758047493,0.116754617,,,,,,
12274626023,kurly's,46,정육,[Kurly's] 1++ 한우 토시살 구이용 250g (냉장),15,74200,250,415520,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
12274627611,kurly's,47,정육,[Kurly's] 1++ 한우 안창살 구이용 250g (냉장),15,74600,250,417760,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
12273075217,kurly's,1,두부,[Kurly's] 국산콩 두부 300g,15,1870,300,8727,7720,4.88,0.78,0.22,0.91,0.52,0.48,0.05,0.08,맛,맛,가성비,가성비,배송,배송
12273087761,kurly's,2,두부,[Kurly's] 국산콩 두부 500g,15,2720,500,7616,15273,4.87,0.77,0.23,0.94,0.55,0.53,0.11,0.08,맛,맛,가성비,가성비,배송,배송
12273087617,kurly's,3,두부,[Kurly's] 국산콩 2컵두부 (150g*2컵),15,2125,150,19833,4219,4.91,0.87,0.13,0.93,0.56,0.46,0.02,0.03,맛,맛,가성비,가성비,배송,배송
12273082214,kurly's,4,어묵,[Kurly's] 탱글탱글 국탕용 종합 어묵,15,3825,426,12570,2454,4.83,0.29,0.71,0.94,0.4,0.31,0.21,0.13,맛,맛,가성비,가성비,배송,배송
12273080889,kurly's,5,반찬,[Kurly's] 쫄깃쫄깃 사각 어묵,15,2720,350,10880,897,4.86,0.27,0.73,1.0,0.4,0.33,0.2,0.0,가성비,맛없음,구성,밀가루,배송,배송
12273074861,kurly's,7,반찬,[Kurly's] 동물복지 비빔 반숙 계란장 매운맛,0,7500,600,1250,898,4.89,0.89,0.11,0.97,0.54,0.41,0.01,0.07,맛있음,맛,가성비,7천원이면,배송,배송
12273075224,kurly's,8,반찬,[Kurly's] 국산콩 두부 3종 (택1),15,1870,300,623,147,4.84,0.94,0.06,0.93,0.54,0.38,0.0,0.2,맛있음,가격,가성비,가격,배송,가성비
12274473046,kurly's,10,반찬,[Kurly's] 시원한 배추김치 1.5kg,0,16300,1500,1087,839,4.7,0.73,0.27,0.97,0.43,0.47,0.06,0.15,맛있음,맛,가성비,1인가구,배송,배송
12273074831,kurly's,11,달걀,[Kurly's] 동물복지 비빔 반숙 계란장 순한맛,5,7125,600,4750,466,4.88,0.85,0.15,0.98,0.52,0.37,0.0,0.13,맛있음,맛,가성비,가격,배송,배송
12274496369,kurly's,12,반찬,[Kurly's] 감칠맛 볶음김치,0,3400,200,1700,129,4.71,0.78,0.22,0.96,0.5,0.43,0.03,0.13,맛있음,맛,가성비,가성비,배송,배송
13159353301,kurly's,13,두부,[Kurly's] 유기농 두부 300g,10,1692,300,5076,5,4.8,0.8,0.2,1.0,0.6,0.6,0.0,0.0,맛있음,포장꼼꼼,가성비,원산지,배송,보통
13159387484,kurly's,14,반찬,[Kurly's] 유기농 2컵 두부 (300g*2컵),10,2682,600,4023,12,4.92,0.89,0.11,0.89,0.56,0.78,0.0,0.0,맛,두부,가성비,키워드 없음,배송,키워드 없음
12274539773,kurly's,15,반찬,"동해물, 우리콩 두부 380g (2개입)",0,7900,380,2079,21,4.9,0.95,0.05,0.95,0.43,0.38,0.0,0.14,맛있음,키워드 없음,가성비,키워드 없음,배송,키워드 없음
12275357774,kurly's,16,반찬,[Kurly's] 알싸한 갓김치,0,10120,700,1446,63,4.78,0.75,0.25,0.96,0.4,0.44,0.02,0.11,맛있음,맛,가성비,맛,배송,배송
12274694962,kurly's,17,반찬,[Kurly's] 시원한 배추김치 4kg,0,41700,4000,1042,31,4.55,0.73,0.27,0.97,0.4,0.37,0.07,0.2,맛있음,맛,가성비,맛,배송,배송
12274483527,kurly's,1,샐러드,[Kurly's] 샌드위치용 달걀듬뿍 샐러드 500g,15,6290,500,17612,3143,4.85,0.75,0.25,0.95,0.5,0.41,0.05,0.05,맛,맛,가성비,가성비,배송,배송
12274641268,kurly's,2,간편식,"[Kurly's] 김치 왕만두 (1,050g/지퍼백)",15,8925,1050,850,19140,4.89,0.65,0.35,0.91,0.48,0.45,0.16,0.11,맛있음,맛,가성비,가성비,배송,배송
12972868569,kurly's,3,샐러드,[Kurly's] 샌드위치용 달걀감자 샐러드 500g,15,6290,500,17612,1180,4.87,0.88,0.12,0.93,0.51,0.37,0.02,0.01,맛있음,맛,가성비,가성비,배송,가격
12274377020,kurly's,5,간편식,"[Kurly's] 간편하게 바삭, 새우까스",15,5780,200,40460,554,4.84,0.72,0.28,0.9,0.48,0.38,0.01,0.12,맛있음,맛,가성비,가성비,배송,배송
12274372458,kurly's,6,간편식,[Kurly's] 물만두,15,7820,800,13685,517,4.86,0.88,0.12,0.95,0.59,0.45,0.01,0.15,맛있음,맛,가성비,가성비,배송,배송
12273030230,kurly's,8,간편식,[Kurly's] 데일리 그래놀라 3종 (택1),16,7480,200,56100,559,4.83,0.76,0.24,0.97,0.49,0.39,0.03,0.06,맛,맛,가성비,가성비,배송,배송
12274473310,kurly's,9,간편식,"[Kurly's] 간편하게 바삭, 야채 김말이",10,3510,300,10530,413,4.82,0.86,0.14,0.93,0.5,0.45,0.01,0.17,맛있음,맛,가성비,가성비,배송,배송
12333904849,kurly's,10,간편식,"[Kurly's] 간편하게 바삭, 고추 김말이",0,3900,300,1300,574,4.86,0.85,0.15,0.95,0.48,0.4,0.03,0.19,맛있음,맛,가성비,가성비,배송,배송
12274468930,kurly's,1,건어물,[Kurly's] 바삭하게 구운 김밥김 22g,31,2690,22,366818,630,4.74,0.87,0.13,0.95,0.48,0.47,0.0,0.01,맛,맛,가성비,가성비,배송,배송
12274484323,kurly's,2,건어물,[Kurly's] 바삭하게 볶은 돌김자반 35g,31,1990,35,170571,102,4.86,0.9,0.1,0.96,0.58,0.43,0.0,0.1,맛있음,맛,가성비,구성,배송,배송
12274668708,kurly's,3,수산,[Kurly's] 순살 생선 4종 (택1),22,10750,500,2150,319,4.86,0.89,0.11,0.91,0.55,0.53,0.0,0.09,맛,맛,가성비,가격,배송,배송
12274364962,kurly's,1,육수,[Kurly's] 한우 사골육수,0,4480,1000,448,686,4.86,0.87,0.13,0.92,0.5,0.43,0.02,0.08,맛,맛,가성비,가성비,배송,배송
12274374585,kurly's,3,가공육,[Kurly's] 돈육햄 200g,12,3480,200,19140,157,4.91,0.88,0.12,0.93,0.48,0.44,0.0,0.12,맛,맛,가성비,가성비,배송,배송
12273074949,kurly's,1,베이커리,[Kurly's] R15 통밀 식빵 420g,0,3980,420,948,5413,4.84,0.74,0.26,0.95,0.46,0.36,0.07,0.03,맛,맛,가성비,가성비,배송,배송
12274369365,kurly's,2,베이커리,[Kurly's] R15 통밀 모닝롤 (28g X 8개입),0,3990,224,1781,1001,4.83,0.86,0.14,0.97,0.45,0.34,0.03,0.02,맛있음,맛없음,가성비,가성비,배송,배송
12957084784,kurly's,3,베이커리,[Kurly's] 쫀득한 베이글(플레인)(115gX5개),20,8330,115,137626,319,4.86,0.9,0.1,0.96,0.49,0.4,0.0,0.09,맛,맛,가성비,가성비,배송,배송
12275332931,차려낸,1,밀키트,[차려낸] 햄 가득 송탄식 부대찌개,25,11900,1000,1190,9338,4.86,0.64,0.36,0.94,0.56,0.43,0.08,0.09,맛있음,맛,가성비,가성비,배송,배송
12284653937,차려낸,2,간편식,[차려낸] 대파 풍미를 더한 새우볶음밥 (4개입),15,9260,920,14091,6737,4.85,0.44,0.56,0.9,0.42,0.4,0.14,0.16,맛,맛,가성비,가성비,배송,배송
12274712564,차려낸,3,간편식,[차려낸] 국산 김치로 만든 김치볶음밥 (4개입),15,8070,920,12280,3149,4.85,0.31,0.69,0.92,0.49,0.45,0.21,0.15,맛,맛,가성비,가성비,배송,배송
12332462290,차려낸,4,간편식,[차려낸] 바삭한 국내산 안심 치킨텐더,30,6900,500,40020,7613,4.85,0.38,0.62,0.95,0.38,0.29,0.2,0.16,맛있음,맛,가성비,가성비,배송,배송
12564024199,차려낸,5,밀키트,[차려낸] 국물이 시원한 바지락 칼국수(4인분),25,11900,1320,902,2212,4.86,0.9,0.1,0.98,0.67,0.53,0.0,0.17,맛있음,맛,가성비,가성비,배송,배송
12637573152,차려낸,6,밀키트,[차려낸] 불맛을 더한 강릉식 짬뽕순두부찌개,20,7900,855,17556,991,4.8,0.88,0.12,0.95,0.47,0.42,0.0,0.14,맛있음,맛,가성비,맛,배송,배송
12825497619,차려낸,7,밀키트,[차려낸] 시원하고 칼칼한 바지락술찜파스타,24,10900,620,1758,1856,4.89,0.91,0.09,0.95,0.65,0.52,0.0,0.01,맛있음,맛,가성비,가성비,배송,배송
12274697163,차려낸,8,밀키트,[차려낸] 매콤 양념 낙곱새 전골,31,12900,700,55286,1133,4.79,0.73,0.27,0.92,0.53,0.45,0.04,0.18,맛있음,맛,가성비,가성비,배송,배송
13087961340,차려낸,9,간편식,[차려낸] 국산 생곤드레로 만든 곤드레나물밥 (4개입),15,10960,968,15851,401,4.86,0.87,0.13,0.96,0.53,0.38,0.0,0.09,맛있음,맛,가성비,가성비,배송,배송
13153683703,차려낸,10,간편식,[차려낸] 국내산 닭가슴살 치킨너겟,50,4950,500,48510,654,4.83,0.88,0.12,0.94,0.47,0.37,0.02,0.0,맛있음,맛,가성비,가성비,배송,배송
12274686048,차려낸,11,밀키트,[차려낸] 살얼음 육수 냉메밀소바 2인분,29,6990,908,21555,204,4.87,0.88,0.12,0.97,0.49,0.41,0.01,0.13,맛있음,맛,가성비,국물,배송,배송
12814191816,차려낸,13,밀키트,[차려낸] 세 가지 해산물 토마토파스타,19,7900,440,32318,80,4.76,0.71,0.29,0.95,0.57,0.48,0.0,0.24,맛있음,맛,가성비,가성비,배송,배송
12716475975,차려낸,14,밀키트,[차려낸] 비법 양념 서울식 소불고기전골,17,13900,740,30054,25,4.76,0.83,0.17,0.91,0.65,0.52,0.04,0.22,맛있음,누린내,가성비,맛없음,배송,배송
12632048122,차려낸,15,밀키트,[차려낸] 국산 닭을 사용한 안동찜닭,20,15900,1200,1325,266,4.76,0.08,0.92,1.0,0.33,0.42,0.33,0.33,맛,맛없음,가성비,가성비,배송,배송
12862718135,차려낸,16,간편식,[차려낸] 새우 감칠맛 더한 봉골레파스타,15,7900,280,39500,31,4.74,0.0,1.0,0.5,0.0,1.0,0.5,0.5,키워드 없음,배송,키워드 없음,키워드 없음,키워드 없음,배송
12684334064,차려낸,17,밀키트,[차려낸] 살얼음 육수 냉메밀소바 2인분 * 2개입,44,10900,908,51619,99,4.84,0.25,0.75,1.0,0.5,0.25,0.0,0.5,쫄깃,무난함,맛있음,세일,키워드 없음,배송
12854551061,차려낸,18,밀키트,[차려낸] 버섯 풍미가 진한 트러플 크림 뇨끼,11,6990,270,25889,58,4.79,0.79,0.21,0.93,0.5,0.43,0.0,0.16,맛있음,맛,가성비,양적음,배송,배송
13087964133,차려낸,19,간편식,[차려낸] 국산 나물이 듬뿍 모둠나물밥 (4개입),20,10320,968,20256,86,4.88,0.86,0.14,0.99,0.49,0.34,0.0,0.06,맛있음,맛,가성비,질림,배송,배송
12271217607,차려낸,1,반찬,[차려낸] 비법 간장 양념 메추리알 장조림 1kg,16,8300,1000,830,6812,4.84,0.66,0.34,0.95,0.49,0.45,0.08,0.08,맛있음,맛,가성비,가성비,배송,배송
12532912096,차려낸,2,국,[차려낸] 오모가리 한돈김치찌개,14,5900,500,15340,811,4.85,0.9,0.1,0.94,0.47,0.41,0.0,0.07,맛있음,맛,가성비,김치찌개,배송,냉동번거로움
12274688128,차려낸,3,국,[차려낸] 국물이 진한 한우 사골 미역국,11,5280,500,10560,1088,4.86,0.91,0.09,0.95,0.53,0.44,0.0,0.05,맛있음,맛,가성비,가성비,배송,고기작음
12447683517,차려낸,4,국,[차려낸] 구수하고 담백한 청국장,21,5900,500,23600,673,4.82,0.91,0.09,0.94,0.46,0.38,0.0,0.11,맛있음,맛,가성비,가성비,배송,배송받음
12595405978,차려낸,5,국,[차려낸] 건더기가 풍부한 육개장,20,5500,500,20900,0,0.0,0.83,0.17,0.91,0.56,0.44,0.01,0.13,맛,맛,가성비,가성비,배송,배송
12354836866,차려낸,6,어묵,[차려낸] 쫄깃하고 통통한 꼬치어묵,20,7900,398,37714,303,4.88,0.92,0.08,0.96,0.55,0.38,0.0,0.21,맛있음,맛,가성비,가격,배송,배송
12861631382,차려낸,7,국,[차려낸] 비법 육수 차돌박이된장찌개,12,6900,500,15180,128,4.75,0.81,0.19,0.92,0.54,0.36,0.02,0.18,맛있음,맛,가성비,가성비,배송,배송
12273083898,차려낸,1,수산,[차려낸] 간편하게 즐기는 순살 고등어구이 80g (2개입),33,8000,80,320000,6594,4.84,0.35,0.65,0.89,0.42,0.33,0.28,0.1,맛있음,가격,가성비,가성비,배송,배송
12346844908,99시리즈,1,가공육,99치킨 콤보 (윙&봉),0,9900,700,1414,4006,4.78,0.62,0.38,0.97,0.47,0.4,0.11,0.1,맛있음,맛,가성비,가성비,배송,배송
12274593210,99시리즈,2,가공육,[99치킨] 순살 닭강정,0,9900,700,1414,17226,4.78,0.46,0.54,0.97,0.48,0.46,0.42,0.11,맛있음,맛없음,가성비,가성비,배송,배송
12346866962,99시리즈,3,가공육,두 마리 99치킨 (에어프라이어용),0,9900,1000,990,6625,4.83,0.64,0.36,0.94,0.53,0.51,0.13,0.08,맛있음,맛,가성비,가성비,배송,배송
12346832571,99시리즈,4,가공육,[99족발] 순살 족발,0,9900,390,2538,1872,4.77,0.64,0.36,0.92,0.53,0.5,0.07,0.1,맛있음,맛,가성비,가성비,배송,배송
12320056391,99시리즈,2,간편식,[99핫도그] 크리스피 핫도그 800g(80gX10개입) 2종 (택1),0,9900,800,1238,3216,4.89,0.86,0.14,0.96,0.61,0.45,0.01,0.02,맛있음,맛,가성비,가격,배송,배송
12274606012,99시리즈,1,가공육,[99소시지] 삼겹 후랑크 소시지 1kg (500gX2EA),7,9200,1000,920,441,4.78,0.82,0.18,0.94,0.59,0.51,0.04,0.11,맛있음,맛,가성비,가성비,배송,배송
12277601973,99시리즈,2,달걀,[99달걀] 99구운란 30구 (15구*2),0,9900,1050,943,23363,4.84,0.55,0.45,0.96,0.55,0.57,0.31,0.08,맛있음,맛,가성비,가성비,배송,배송
12273066511,마이퍼스트,1,베이커리,MY FIRST 처음 만나는 모닝롤 (24g X 10개),10,4482,240,16808,1594,4.84,0.84,0.16,0.96,0.51,0.45,0.04,0.88,맛,유통기한,가성비,가성비,배송,배송
12274336390,마이퍼스트,2,베이커리,MY FIRST 처음 만나는 식빵 424g,0,5550,424,1309,165,4.78,0.9,0.1,0.99,0.5,0.4,0.02,0.26,맛,평범한맛,가성비,대안없음,배송,배송
12274371354,마이퍼스트,3,베이커리,MY FIRST 우리팥 한입 단팥빵 60g,0,2580,60,4300,115,4.73,0.79,0.21,0.96,0.5,0.41,0.03,0.26,맛,가격,가성비,가격,배송,배송
12275340305,마이퍼스트,4,베이커리,MY FIRST 처음 만나는 카스텔라 190g,0,7200,190,3789,18,4.94,0.89,0.11,1.0,0.72,0.61,0.0,0.39,맛,맛없음,가성비,가격,배송,배송
12274477279,마이퍼스트,5,베이커리,[선물세트] MY FIRST 우리팥 한입 단팥빵 6개 세트 360g,0,14500,60,24167,50,4.86,0.86,0.14,0.93,0.43,0.34,0.0,0.32,맛있음,국산팥,가성비,빵퍽퍽,배송,배송
